,County,Precinct,Registered Voters
2407,Talbot,Box Springs,469
2408,Talbot,Flint Hill,1048
2409,Taliaferro,Sharon,253
2410,Taliaferro,Crawfordville,992
2411,Tattnall,Cobbtown,761
2412,Tattnall,Shiloh,1111
2413,Tattnall,Collins,1482
2414,Tattnall,Manassas,265
2415,Tattnall,District II,2500
2416,Tattnall,East Glennville,2506
2417,Tattnall,District IV,2497
2418,Tattnall,District V,1062
2419,Taylor,Precinct 1,1108
2420,Taylor,Precinct 5,2219
2421,Taylor,Precinct 6,2073
2422,Telfair,Helena,969
2423,Telfair,Jacksonville,628
2424,Telfair,Lumber-City,963
2425,Telfair,McRae,2337
2426,Telfair,Milan,802
2427,Telfair,Scotland,333
2428,Terrell,Dawson,3043
2429,Terrell,Sasser,1355
2430,Terrell,Bronwood,885
2431,Terrell,Parrott,412
2432,Terrell,Graves,598
2433,Terrell,Herod-Dover,301
2434,Thomas,Barwick,630
2435,Thomas,Boston,1632
2436,Thomas,Central,3523
2437,Thomas,Coolidge,983
2438,Thomas,Douglass,2448
2439,Thomas,LIttle Ochlocknee Baptist Church,1132
2440,Thomas,Fire Station #2,1404
2441,Thomas,Gatlin Creek,2069
2442,Thomas,Harper,2001
2443,Thomas,Jerger,1898
2444,Thomas,Meigs,864
2445,Thomas,Metcalfe,299
2446,Thomas,New Covenant,2155
2447,Thomas,Ochlocknee,1175
2448,Thomas,Pavo,673
2449,Thomas,Remington Esc,2190
2450,Thomas,Resource Center,1363
2451,Thomas,Scott,2491
2452,Thomas,Merrillville,701
2453,Thomas,Patten,397
2454,Tift,Tifton Northeast,3332
2455,Tift,Brighton,2219
2456,Tift,Brookfield,1501
2457,Tift,Chula,1314
2458,Tift,Docia,1056
2459,Tift,Eldorado,1262
2460,Tift,Omega,864
2461,Tift,Ty Ty,1221
2462,Tift,Tifton Northwest,3334
2463,Tift,Tifton South,2366
2464,Tift,Mott-Litman Gym,2889
2465,Tift,Tifton Lodge,3091
2466,Toombs,15361 Lyons,0
2467,Toombs,39 Newbranch,0
2468,Toombs,43 Cedar Crossing,0
2469,Toombs,513 VPD,0
2470,Toombs,514 STIALC,0
2471,Towns,Young Harris,3323
2472,Towns,Macedonia,3828
2473,Towns,Hiawassee,3542
2474,Treutlen,Annex,0
2475,Treutlen,Soperton,0
2476,Troup,Hollis Hand,3554
2477,Troup,Administration Bldg,3907
2478,Troup,Hammett Rd,4354
2479,Troup,Griggs Center,2457
2480,Troup,West Point,2054
2481,Troup,Hogansville,3806
2482,Troup,East Vernon,3117
2483,Troup,Rosemont,3893
2484,Troup,McClendon,3533
2485,Troup,Long Cane,3249
2486,Troup,Gardner Newman,2876
2487,Troup,Gray Hill,1878
2488,Troup,Highland,1686
2489,Troup,Northside,2600
2490,Turner,Ashburn,3509
2491,Turner,Sycamore,1609
2492,Turner,Rebecca,464
2493,Twiggs,Dry Branch,1550
2494,Twiggs,Golden Isles,1692
2495,Twiggs,Higgsville,758
2496,Twiggs,Jeffersonville/Ware,1464
2497,Twiggs,Shady Grove/Tarvers,840
2498,Union,Blairsville,2435
2499,Union,Coosa,2294
2500,Union,Choestoe,1377
2501,Union,Jones Creek,1945
2502,Union,Owltown,1517
2503,Union,Ivy Log,2008
2504,Union,Suches,611
2505,Union,Trackrock,1110
2506,Union,Dooley,1531
2507,Union,Gumlog,2143
2508,Union,Pat Colwell,2230
2509,Upson,Yatesville,1347
2510,Upson,Salem,370
2511,Upson,Redbone,8219
2512,Upson,Town,8239
2513,Walker,La Fayette,6547
2514,Walker,Walnut Grove,2212
2515,Walker,Rock Spring,6275
2516,Walker,Armuchee Valley,1453
2517,Walker,Mountain,1254
2518,Walker,Chattanooga Valley,6325
2519,Walker,Kensington,1347
2520,Walker,Rossville,6255
2521,Walker,Chickamauga,6890
2522,Walker,Fairyland,1265
2523,Walker,Fairview,3101
2524,Walton,Bold Springs,4653
2525,Walton,Whatley,1254
2526,Walton,Walker Park,3858
2527,Walton,Gratis,1243
2528,Walton,Between,4925
2529,Walton,Walnut Grove,2661
2530,Walton,Loganville North,5225
2531,Walton,Social Circle,4604
2532,Walton,South Monroe,3910
2533,Walton,North Monroe,4818
2534,Walton,Loganville South,3768
2535,Walton,West Walton,4219
2536,Walton,Broken Arrow,4380
2537,Walton,Bay Creek,3401
2538,Walton,E Monroe,4119
2539,Walton,W Monroe,2027
2540,Walton,Tara,4050
2541,Walton,Mountain,1657
2542,Walton,Jersey,1970
2543,Walton,Blasingame,1115
2544,Walton,Good Hope,2149
2545,Ware,100,4740
2546,Ware,200A,2730
2547,Ware,200B,976
2548,Ware,300,4061
2549,Ware,304,1269
2550,Ware,400,3538
2551,Ware,404,373
2552,Ware,405,636
2553,Ware,406,1659
2554,Ware,407,505
2555,Ware,408,523
2556,Ware,409,984
2557,Warren,Warrenton,3785
2558,Washington,Riddleville,561
2559,Washington,Warthen,742
2560,Washington,Tennille,2512
2561,Washington,Oconee,581
2562,Washington,Harrison,1005
2563,Washington,Davisboro,814
2564,Washington,Sandersville,6221
2565,Washington,Deepstep,554
2566,Wayne,Odum,1260
2567,Wayne,Madray Springs,1176
2568,Wayne,Oglethorpe,1741
2569,Wayne,Screven,1849
2570,Wayne,Empire,1106
2571,Wayne,Red Hill,1036
2572,Wayne,Altamaha,2857
2573,Wayne,Gardi,1123
2574,Wayne,VFW,1145
2575,Wayne,Pine Street,1140
2576,Wayne,Unity,1905
2577,Wayne,Rec Center,1766
2578,Webster,Preston 1,1705
2579,Wheeler,Alamo,0
2580,Wheeler,Glenwood,0
2581,White,Blue Creek,2352
2582,White,Blue Ridge,929
2583,White,Helen,609
2584,White,Mossy Creek,3164
2585,White,Mt Yonah,4468
2586,White,Nacoochee,1552
2587,White,Robertstown,407
2588,White,Shoal Creek,2538
2589,White,Tesnatee,1231
2590,White,Town Creek,1593
2591,White,White Creek,1779
2592,Whitfield,1A,2533
2593,Whitfield,2A,3090
2594,Whitfield,3A,2221
2595,Whitfield,4A,2586
2596,Whitfield,5A,2238
2597,Whitfield,6A,1690
2598,Whitfield,AN,2474
2599,Whitfield,CA,1953
2600,Whitfield,CO,1431
2601,Whitfield,DG,3295
2602,Whitfield,ES,1702
2603,Whitfield,FI,2146
2604,Whitfield,GL,2510
2605,Whitfield,LT,1148
2606,Whitfield,MC,1659
2607,Whitfield,NI,2456
2608,Whitfield,PG,4721
2609,Whitfield,TH,3836
2610,Whitfield,TI,775
2611,Whitfield,TR,1335
2612,Whitfield,UT,1053
2613,Whitfield,VA,5250
2614,Whitfield,WS,2647
2615,Wilcox,Rochelle North 1,558
2616,Wilcox,Abbeville North 2,441
2617,Wilcox,Pineview 2,630
2618,Wilcox,Pitts 3,876
2619,Wilcox,Rochelle South 4,1033
2620,Wilcox,Abbeville South 5,1123
2621,Wilkes,Senior Citizen Center,1552
2622,Wilkes,Young Farmers Bldg,1173
2623,Wilkes,Metasville Fire Sta,610
2624,Wilkes,Edward B Pope Center,1017
2625,Wilkes,Rayle City Hall,570
2626,Wilkes,Courthouse,1001
2627,Wilkes,Tignal Sch Lunch Rm,896
2628,Wilkinson,Bloodworth,434
2629,Wilkinson,Griffin,184
2630,Wilkinson,High Hill,173
2631,Wilkinson,Irwinton,875
2632,Wilkinson,Ivey,960
2633,Wilkinson,Lord,735
2634,Wilkinson,Midway,938
2635,Wilkinson,Ramah,1709
2636,Wilkinson,Turkey Creek,462
2637,Worth,Sylvester,3006
2638,Worth,Scooterville,603
2639,Worth,Minton,543
2640,Worth,Bridgeboro,1286
2641,Worth,County Line,887
2642,Worth,Isabella,1424
2643,Worth,Piney Woods,336
2644,Worth,Sylvester East,1406
2645,Worth,Poulan,887
2646,Worth,Sumner,871
2647,Worth,Shingler,554
2648,Worth,Red Rock,1287
2649,Worth,Doles,449
2650,Worth,Oakfield,229
2651,Worth,Warwick,701
